RabA,RabB,RabC,RabD,RabE,RabF,RabG,RabH,RabI,
1014391.39021,879063.85234,961973.51459,2572278.44931,935797.27308,1000000.0,1000000.0,1000000.0,840950.32958,
989258.64898,879063.85234,961973.51459,2640455.49841,935797.27308,1000000.0,1000000.0,1000000.0,870892.15091,
989258.64898,879063.85234,961973.51459,2640455.49841,935797.27308,1000000.0,1000000.0,1000000.0,813086.84609,
976692.27837,874037.3041,961973.51459,2640455.49841,935797.27308,1000000.0,1000000.0,1000000.0,854588.42708,
976692.27837,887436.50894,961973.51459,2640455.49841,935797.27308,1000000.0,1000000.0,1000000.0,791666.47212,
982896.67996,887196.2913,961733.14005,2640455.49841,935797.27308,1000000.0,1000000.0,1000000.0,878246.65686,
982896.67996,887196.2913,961733.14005,2640455.49841,935797.27308,1000000.0,1000000.0,1000000.0,852895.03662,
1005744.65214,887192.03346,961669.41067,2635506.50684,935793.24362,1000000.0,1000000.0,1000000.0,873744.86815,
993460.32943,884610.17242,959101.06652,2635506.50684,935634.85267,1000000.0,1000000.0,1000000.0,838559.03043,
993460.32943,884610.17242,959101.06652,2635506.50684,935634.85267,1000000.0,1000000.0,1000000.0,838706.17318,
993454.78945,884605.91457,959037.33713,2630557.51527,935630.8232,1000000.0,1000000.0,1000000.0,847566.2323,
985914.96708,884605.91457,959037.33713,2630557.51527,935630.8232,1000000.0,1000000.0,1000000.0,893976.74759,
985914.96708,884605.91457,959037.33713,2630557.51527,935630.8232,1000000.0,1000000.0,1000000.0,893976.74759,
1009515.60147,884601.65672,958973.60775,2646971.35374,935626.79373,1000000.0,1000000.0,1000000.0,893976.74759,
1009500.44068,884598.20287,958970.56317,2641970.47931,935622.77915,1000000.0,1000000.0,1000000.0,873870.55461,
1004473.89244,884598.20287,958970.56317,2641970.47931,935622.77915,1000000.0,1000000.0,1000000.0,861304.18399,
1004458.73165,884594.74901,958967.51859,2636969.60487,935618.76456,1000000.0,1000000.0,1000000.0,852183.3298,
934555.50238,884594.74901,958967.51859,2699333.01176,935618.76456,1000000.0,1000000.0,1000000.0,901859.74183,
934540.38507,884591.30507,958964.48274,2694332.0637,935614.76149,1000000.0,1000000.0,1000000.0,881753.54885,
973265.89217,883738.75897,957620.53978,2694332.0637,935614.76149,1000000.0,1000000.0,1000000.0,869187.17824,
956929.61037,883738.75897,957620.53978,2710668.34549,935614.76149,1000000.0,1000000.0,1000000.0,856620.80762,
934310.14327,883738.75897,957620.53978,2710668.34549,935614.76149,1000000.0,1000000.0,1000000.0,867928.70614,
934250.15685,883725.09317,957608.49335,2690663.73559,935598.87705,1000000.0,1000000.0,1000000.0,860388.88377,
934250.15685,883725.09317,957608.49335,2690663.73559,935598.87705,1000000.0,1000000.0,1000000.0,885303.97167,
934250.15685,883725.09317,957608.49335,2690663.73559,935598.87705,1000000.0,1000000.0,1000000.0,837551.76334,
934250.15685,883725.09317,957608.49335,2690663.73559,935598.87705,1000000.0,1000000.0,1000000.0,905004.55812,
934235.16025,882486.75787,955872.05044,2678577.83678,935594.90594,1000000.0,1000000.0,1000000.0,905004.55812,
929208.612,882486.75787,955872.05044,2678577.83678,935594.90594,1000000.0,1000000.0,1000000.0,869858.3625,
955395.39956,877456.79318,955869.03883,2673576.68431,935590.93483,1000000.0,1000000.0,1000000.0,834672.52478,
955395.39956,877456.79318,955869.03883,2673576.68431,935590.93483,1000000.0,1000000.0,1000000.0,901210.3397,
955395.39956,877456.79318,955869.03883,2673576.68431,935590.93483,1000000.0,1000000.0,1000000.0,873564.32435,
955395.39956,877456.79318,955869.03883,2673576.68431,935590.93483,1000000.0,1000000.0,1000000.0,873564.32435,
947855.57719,877456.79318,955869.03883,2673576.68431,935590.93483,1000000.0,1000000.0,1000000.0,843405.03488,
942829.02894,877456.79318,955869.03883,2673576.68431,935590.93483,1000000.0,1000000.0,1000000.0,863677.99711,
991363.01221,877449.96818,955863.02259,2663574.32062,935583.0018,1000000.0,1000000.0,1000000.0,861025.56023,
973770.09335,877449.96818,955863.02259,2663574.32062,935583.0018,1000000.0,1000000.0,1000000.0,861025.56023,
973755.20223,877442.99839,955851.79185,2653558.25895,935579.05862,1000000.0,1000000.0,1000000.0,864387.20982,
973755.20223,877442.99839,955851.79185,2648531.7107,935579.05862,1000000.0,1000000.0,1000000.0,892765.33093,
973740.3025,877436.02457,955840.55462,2643542.2187,935575.11316,1000000.0,1000000.0,1000000.0,877685.6862,
969221.64709,877023.79172,955744.89464,2643542.2187,935575.11316,1000000.0,1000000.0,1000000.0,870145.86383,
956655.27647,869483.96935,955744.89464,2643542.2187,935575.11316,1000000.0,1000000.0,1000000.0,834960.02611,
